"","business_id","name","latitude","longitude","stars","review_count","is_open","romantic","intimate","classy","hipster","divey","touristy","trendy","upscale","casual","dessert","latenight","lunch","dinner","brunch","breakfast","GoodForKids","RestaurantsReservations","Caters","NoiseLevel","RestaurantsTableService","RestaurantsTakeOut","RestaurantsPriceRange2","OutdoorSeating","BikeParking","HasTV","WiFi","Alcohol","RestaurantsAttire","RestaurantsGoodForGroups","RestaurantsDelivery","BusinessAcceptsCreditCards","WheelchairAccessible","park","business_id_imp","name_imp","latitude_imp","longitude_imp","stars_imp","review_count_imp","is_open_imp","romantic_imp","intimate_imp","classy_imp","hipster_imp","divey_imp","touristy_imp","trendy_imp","upscale_imp","casual_imp","dessert_imp","latenight_imp","lunch_imp","dinner_imp","brunch_imp","breakfast_imp","GoodForKids_imp","RestaurantsReservations_imp","Caters_imp","NoiseLevel_imp","RestaurantsTableService_imp","RestaurantsTakeOut_imp","RestaurantsPriceRange2_imp","OutdoorSeating_imp","BikeParking_imp","HasTV_imp","WiFi_imp","Alcohol_imp","RestaurantsAttire_imp","RestaurantsGoodForGroups_imp","RestaurantsDelivery_imp","BusinessAcceptsCreditCards_imp","WheelchairAccessible_imp","park_imp"
"841","SknYYIK1rBNgYqNl4tYUPA","Marias Taco Shop",36.055626,-115.1167462,3.5,33,"1","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","False","False","'quiet'","False","True",1,"False","False","True","'no'","'beer_and_wine'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"842","SP1S_ua_cd96U9OmYR-4rg","El Taco Loco",33.3068302,-111.7217387,3,3,"0","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","'average'","False","True",1,"True","True","False","'no'","'full_bar'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"843","ngIcoAQTtsDIWuBQcjdHOQ","Hola Cabrito",33.4022388,-112.0468685,4.5,36,"1","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","True","False","True","'average'","True","True",1,"False","False","True","'no'","'beer_and_wine'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"844","woXlprCuowrLJswWere3TQ","täkō",40.4422285653,-80.0019846969,4.5,1133,"1","False","False","False","False","False","False","True","False","True","False","False","False","True","False","False","False","True","True","'loud'","True","True",2,"True","True","False","'free'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"845","u9TfP18bGjHSVCg9860igA","Grand Electric Taqueria",43.6452814,-79.4127336,2.5,5,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","'average'","False","True",1,"False","True","True","'free'","'full_bar'","'casual'","True","True","True","False","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"846","nGjqCFbLPeBJe55Mx-nIEw","Tacos Los Toritos",36.1799024,-115.0628631,4,50,"1","False","False","False","False","False","False","False","False","False","False","False","True","False","True","False","True","False","True","'average'","False","True",1,"False","True","True","'no'","'beer_and_wine'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"847","POIowl4F1ZiHdKLnx__ulw","Chipotle Mexican Grill",36.2717661003,-115.2070659411,3.5,46,"1","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","True","'average'","False","True",1,"True","True","False","'no'","'beer_and_wine'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"848","P2l7s26bzzN_QgkWSVg3sw","El Mexicano",36.0335025,-114.9856516,2.5,5,"0","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","'quiet'","False","True",1,"False","True","True","'free'","'beer_and_wine'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"849","iN3SrF5NO0xSf6umeUws-Q","Filiberto's",33.4800695,-111.9276922,3.5,66,"0","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","True","True","'average'","True","True",1,"True","True","True","'free'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"850","7KkgMcbVaetryW1wwpzvvA","Cafe Rio",36.26483,-115.257743,3,183,"1","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","False","True","'average'","False","True",1,"True","True","False","'no'","'beer_and_wine'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"851","bKKVa2WXYnMTtiUPd3sV7Q","Superica",35.2118515861,-80.8604252346,4,227,"1","False","False","False","True","False","False","True","False","True","False","False","True","True","False","False","True","False","True","'average'","True","False",2,"True","True","False","'free'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"852","keChsvTIWsPUc4KX-ayRVw","Comedor Anita",33.3706252414,-111.963353008,5,4,"0","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","'quiet'","False","True",2,"False","True","True","'no'","'beer_and_wine'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"853","G88BZIFPYrO-dT9a7ry1Kw","Burrito Boyz",43.694671,-79.751109,3.5,77,"1","False","False","False","False","False","False","False","False","True","False","True","True","True","False","False","True","False","True","'average'","False","True",1,"False","True","True","'no'","'beer_and_wine'","'casual'","False","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"854","UrRzmpr8QxTDsjNLvBWofg","Casa De Lara",43.0202796,-89.4192092,4,9,"0","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True","True","'quiet'","True","True",2,"True","True","True","'free'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"855","Kej4e8d7N1Otm-j84IM0nw","El Puente",41.0511965,-81.5800904,4,14,"0","False","False","False","False","False","False","False","False","False","False","False","True","True","False","False","True","False","False","'average'","True","True",1,"False","True","True","'free'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"856","b207RNqIAhTd4JsRsnXB1Q","Los Dos Molinos",33.509677,-112.058811,3.5,297,"1","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","True","True","'average'","True","True",2,"True","True","True","'no'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"857","7SfpjStnkYSPZwEDSklHWA","Salsitas",33.407811,-111.954719,3,7,"0","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","'quiet'","False","True",1,"False","True","False","'no'","'beer_and_wine'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"858","zhB2gbdNbaFwo2nWEArtLA","Taco Bell",36.0207419692,-115.2690527271,2.5,46,"1","False","False","False","False","False","False","False","False","True","False","False","True","True","False","True","True","False","False","'average'","False","True",1,"False","True","False","'free'","'beer_and_wine'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"859","YRFDHOBOwt2WMR85r7Gzog","Ital-Spain Restaurant",36.0859499,-115.1014175,3.5,3,"0","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","'quiet'","False","True",1,"True","True","False","'no'","'beer_and_wine'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"860","FLHTWU3KVMz7qSH4yYsKPA","Patii's Kitchen",36.0930199826,-115.1997252711,4,6,"0","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","'quiet'","True","True",1,"True","False","True","'free'","'beer_and_wine'","'casual'","True","True","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"861","HPIuW67C3FJrTsPs9RCkuA","Super Mex Restaurant & Cantina",36.0722646,-115.0992936,3,82,"0","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","False","True","'average'","False","True",1,"True","True","True","'no'","'full_bar'","'casual'","True","False","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"862","P3Vjgl1kQrSAzTi2hTb2uQ","Taco Trunp",45.5351923424,-73.6086459067,5,13,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","'average'","False","True",1,"False","True","True","'free'","'beer_and_wine'","'casual'","True","True","True","False","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"863","qxVcSWGKyH3HkkHV8NinDA","Salty Senorita",33.4915225,-111.9264281,3,444,"1","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","False","True","True","'average'","True","True",2,"True","False","True","'free'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"864","ZeMckilUP-UX9jPodukQmQ","El Gran Taquito Mexican Grill",33.3793718,-112.1693206,3,24,"0","False","False","False","False","False","False","False","False","True","False","True","True","True","False","True","True","False","False","'average'","False","True",1,"False","False","True","'no'","'beer_and_wine'","'casual'","False","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"865","PjhIQJf2dbdLxgnFrAUaNw","Chinita Mexican Bar & Grill",36.1455404,-115.3007591,3.5,49,"0","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","True","True","'average'","True","True",2,"True","True","True","'no'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"866","qcWaROXNmCd3JmOb7H78vg","Latorre's Restaurant",35.2286689,-80.84241,4,10,"0","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","'very_loud'","True","False",2,"False","True","True","'free'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"867","Da6_mToH_MY1bWnC3xF0tw","Mariscos El Dorado",36.1591481589,-115.1208035725,4,49,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","True","True","True","'average'","True","True",2,"False","True","True","'free'","'full_bar'","'casual'","True","True","True","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"868","nEIWxj6m1gGWe1gi596Zvg","Chipotle Mexican Grill",33.6113169,-112.184518,3.5,82,"1","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","False","True","'average'","False","True",1,"True","True","False","'no'","'beer_and_wine'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"869","x1GM1mzeDx4ARUGKV8n98Q","Indian Village",33.8323988,-111.9344334,4,85,"1","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False","True","False","False","'average'","False","True",1,"True","True","False","'no'","'beer_and_wine'","'casual'","False","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"870","IkMwuS3eViVHK09npuG1jQ","El Pollo Loco",36.1449479,-115.3003107,1.5,75,"1","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","'average'","False","True",2,"False","False","False","'no'","'beer_and_wine'","'casual'","False","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"871","MZwBo-3MTbxTln2YmyqOHQ","Crab Zone",33.538068,-112.1329197,2.5,29,"0","False","False","False","False","False","False","False","False","True","False","False","False","True","False","False","True","False","True","'average'","True","True",2,"False","True","True","'free'","'beer_and_wine'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"872","uw-4od3ibuYgNeBwooyhtw","Pancheros Mexican Grill",33.3056508,-111.8777697,3.5,41,"0","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","False","True","'average'","False","True",1,"True","True","False","'free'","'beer_and_wine'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"873","p1MZyPUMflxMARQ6I8X3Kw","Casa De Falafel",33.5968214,-112.2031572,5,92,"1","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","False","True","'average'","False","True",1,"False","True","True","'free'","'beer_and_wine'","'casual'","True","False","True","False","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"874","XVhI4DbI7mbpySm_jTS18A","La Sonorense Tortilla Factory",33.3975559,-112.0730205,4.5,7,"1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","'average'","False","True",2,"False","True","False","'no'","'beer_and_wine'","'casual'","False","False","False","True","0",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"875","medCzwjjGeReqxOt-iPVTg","Filiberto's Mexican Food",33.4815899,-112.2545618,2,45,"1","False","False","False","False","False","False","False","False","True","False","False","False","False","False","True","True","False","True","'average'","False","True",1,"False","True","True","'no'","'beer_and_wine'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"876","j0pppFcCeTnmBduZ30gGiA","Cafe Rio Mexican Grill",33.296967,-111.743467,3,194,"1","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","False","True","'average'","False","True",1,"True","True","False","'no'","'beer_and_wine'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"877","BUVgOVIeyipLxHdoDtBIoA","Rivas Mexican Food",33.3928411,-111.9423618,3,45,"0","False","False","False","False","True","False","False","False","False","False","False","True","False","False","True","True","False","False","'average'","False","True",1,"False","True","True","'no'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"878","4ggOHxvlxnF0a00hDDVbnQ","Sunny Jim's Tavern",40.5172794,-80.0938524,3.5,79,"1","False","False","False","False","False","False","False","False","True","False","False","True","True","False","False","True","True","True","'average'","True","True",2,"True","True","True","'free'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"879","c0F2t2j9MJ2gUBUPky-dqw","Barrio Urbano",33.519553,-112.0651591,3.5,177,"0","False","False","False","False","False","False","True","False","True","False","False","True","True","False","False","True","True","True","'average'","True","True",2,"True","True","True","'free'","'full_bar'","'casual'","True","False","True","True","1",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
