,business_id,positive words,negative words
885,fOquTQBSlpYmURwdz828cw,,taco
886,flTyCF4gxFwne7lUZhMxTQ,"atmosphere,staff","time,service"
887,fd0xELX7-1qth_yFl7Q9UQ,,"time,taco"
888,vjhB95c5nOXflNoyq_jKzw,,"salad,vegan,time,nacho,taco"
889,9OX_55wAPyuKKI6Zdp7qag,"dinner,lunch","service,time,waitress,salsa,chips"
890,xX2uM2EIeR03KrGBCrOrcA,,service
891,LpVNpw2-Bn9iHVON33auKw,,"wait,taco,staff"
892,hTSIT3puu8m8-kOZYS4Zdg,,"burrito,lunch,service,time,chipotle"
893,R7LyTeiOHLyTNkA8HssBRQ,"burrito,lunch,chicken","salsa,fish,chips"
894,5eKk8dA1QtKaQr_5i_SCRw,fish,"guacamole,service,chicken,time,salsa,lunch,chips"
895,8XNpKETQcSLUPAROULyrOg,service,time
896,G6BwYw_0_atLPTzI1uokIA,"time,nacho,vegan","dinner,service"
897,4OUGSeQeASZGn9nSb8Ialg,"dinner,margarita,lunch","waiter,salsa,salad,steak,asada"
898,JpxjQWZbmjWlgAeMSVNGBA,"lunch,service","shrimp,pork,time,salad,margarita"
899,VKN9XWN0KFz5P8YMzC1DKA,,burrito
900,cCX_cpuuzTI3lDUyKFCnAg,staff,"burrito,fish,service,breakfast,taco"
901,UFVy-8WC7pDzvBUzOvdwzA,,"dinner,service,manager"
902,Nx2u8Qu64lNYi_XMJoRMSQ,line,"burrito,quesadilla,service"
903,emtAyZPvp_0b40levOzcnA,salsa,"shrimp,burrito,lunch,fish"
904,mOMeDQB8NjdBTTzKtikAYg,,"wait,time,lunch,service"
905,CjQvM7br7cAhn6N8O8fdVA,,lunch
906,gbsDvIBVQtVTpzUUzlE3GA,"rice,beef,taco,table,fries","service,chicken,time,salad,line"
907,QmP8zqPMSHR_3nyvVM4fjQ,,service
908,6e0Abng1LRexKI4LRJTX_A,"time,burrito,minute,chicken","taco,service"
909,1hrX1vHaUgllWH6i876oAw,,
910,wPxfla_k8v7ofL7g-QcP8Q,"rice,dinner,burrito,chicken,time","lunch,service,chips"
911,F4eChMLWgILOKHyN90jwag,,"chipotle,service"
912,sNAU_ItzmB-TIgmWwqRlEw,"burrito,lunch","wait,rice,time,chipotle"
913,4tckq6rjAryEKG2XXJ1YVA,,service
914,nnQDIQ2FM4EfJW76IbmjfQ,"time,quesadilla,service,breakfast","rice,burrito,pork"
915,JEYeBsODrUfUlZ3H8GOocw,,
916,Lu8ueuI4LF5i6_km0ip0xw,line,"burrito,staff,pork,service,time"
917,3ZIQgE3msz0DwlB7qXhNjQ,staff,"time,service"
918,TVtnQyn3ka60r2t9xRwKPQ,"patio,chicken","margarita,lunch,service"
919,qVpfhkHMvF9Rlwe9dqPlBg,,time
920,zibTVHwQMACJCP5pjRUupQ,,service
921,8YyBAyA3TKpaVxy99FRWjA,"service,chicken","time,taco"
922,k8BThB11SS-DQDTl--kG8Q,,"time,salsa"
923,3IobmJr-mqkF3l0hChAFcQ,,taco
924,Cduw9GWnZ_ZvsACVVrlkEA,,"taco,staff,chicken"
925,UOK4ARjGtOtfYZSIm57ROw,"staff,margarita,price","waitress,service"
926,pM1XQqVX-oudcm4nnvvQfA,,"lunch,chicken"
927,xUvgrDdKhcmaP6Zv0ssb6A,dinner,"time,service,chips"
928,Ns20WGWn6s6niKAGIQB4UQ,drink,"time,atmosphere,lunch,staff"
929,gg0zeYKlmvk_rScipyOyKw,"fish,time,taco,fries,meat","asada,service"
930,aTvmLm3YfTs_L290fEolEw,"shrimp,staff,lunch","burrito,fish,service,chipotle,price,meat"
931,OA5Li3ySzhrbG_WvD_QGYA,chips,"taco,service,salsa"
932,8lH63_WY0kOFSZhMrgJXGg,"rice,time,burrito","asada,breakfast"
933,fjvu3PkvrTOoIjNqL1vrJQ,dinner,"table,lunch,service"
934,oCwJdiYhZS8VM5_LgmQP0g,"atmosphere,lunch","dinner,staff,service,salsa,chips"
935,ijO4F7L6HEuCGBM73gwnOg,,"salad,dinner,taco,chicken"
936,YNUdy-W_ZFO9B2SZUKRrPw,"fish,fries","chicken,time,chipotle,taco,bacon"
937,oE6gKgUfMd74m77d6hG9qg,,"time,service"
938,G4hjhtA_wQ-tSOGpgGlDjw,,"taco,service"
939,ktcMeKIoDA0Dk11Wcpx9xg,,"burrito,lunch,salsa"
940,4NxIM5xpIEem1IkEkz2I7Q,"rice,service,chips","lunch,tortilla"
941,xLeOANU-lqtDOIV6Owm3EQ,,lunch
942,FuLS4VempSKzFHVdYCvdaQ,,lunch
943,-kHQWsdlHfASvHCj59dzGA,"manager,bacon","fish,service,line,taco,meat"
944,aDAgex-HXefRvuTvxhq_Jg,"time,salsa,atmosphere,lunch,price","service,chips"
945,Nr5TGaBoGraxbZBCzKyvuA,meat,"wait,service,time,price,taco"
946,LmYBebTFfft94uYljKptgA,,"dinner,lunch,service,chicken,beef,time"
947,fjJa1py5jnLAUJDOrHhu8Q,,"time,manager"
948,TlNOalHa6NUMkWi30iuhNA,,"burrito,pork,staff,steak,time,meat"
949,DjlSMGIeQNq3huXiBpFhUA,,"time,burrito,waitress"
950,pIm7qrmzWsV5oS-PN-xqnQ,"asada,service","burrito,time,taco,breakfast"
951,IJGrBQyYpCBkbZx65H5J5g,"lunch,manager","shrimp,burrito,fish,service,guacamole,time,taco"
952,IiwgHkUbBt9Ha25H4dUtkw,staff,"time,asada,lunch"
953,wQW3nEd9ZTej8EmVF7FujQ,,"service,enchilada"
954,42DvUONuqa1mC1YbnZ0o0w,,"wait,taco,service"
955,-FNquqGseSCVMWo7KbK-Tg,time,"burrito,service,chipotle,line,lunch,chips"
956,YfpuOzPNKlGAduCpkBeF_w,,guacamole
957,1W_gZM_uuEvJqapbIl6z9Q,shrimp,"beef,lunch,chicken,meat"
958,wqqpciqva5yN-c72SmvaOw,"time,service",burrito
959,yVanb8fVmGtQFEYw05lZUQ,"time,meat",
960,Tr8TJnMoSgBvfZvmCx9-eQ,"margarita,manager","dinner,guacamole,waitress,salsa,chips"
961,Kr2c8j2HELkv2ZOs0MNL3Q,,"burrito,taco"
962,JMwwxARF34aR1aq7hzpiJQ,"dinner,time,lunch","wait,staff,service,chicken"
963,3TnNC-AMuQ4upCtcgtU49w,"atmosphere,asada,service","time,staff"
964,kBgpdaS9joBXioj89zo1QA,,"time,service"
965,ksuxxeP_V73Y4iKPeLq77A,"lunch,breakfast","drink,service,salsa"
966,HNbX93hyrua2p6LO4IwdHA,,"time,line,taco,service"
967,J121PGT4oi5AqVbtMoEfVw,,taco
968,6nnI3DfHn-DTd6tWnZu7Jg,,taco
969,Bf2fuqWbHd3L-X69FSMvmg,,breakfast
970,ELxoOY2F-1jSb8mqyN7Zbg,"time,quesadilla,lunch","burrito,service,chicken,chipotle,salsa"
971,pd40A0UmsQnBwvGmF4xoIQ,,"time,service"
972,e0CehK0lUWqd530L4-ni3A,,"rice,burrito,staff,service,breakfast,time"
973,PSxi7pis1yJpFfM-grdNXA,,"steak,lunch,service,chicken"
974,7obotzA7aLL9kAUIUWQcJg,,"beef,chicken"
975,d_q4avZYM1sOlQP7noJKVg,,"steak,time,asada"
976,JIfSollg32ifUzTw2K4PDQ,taco,"time,lunch,service"
977,pzy9xWQqsDxVU6j9MktRJg,,"atmosphere,service,salsa"
978,5OAO9TxfvsvccFFD4pjmeg,lunch,"dinner,service,beer,atmosphere,chips"
979,7fq6fN58ogXAzXzxywFX1Q,"rice,time,asada,meat",
980,IHoPEi8RltLLGzE3GrT8ww,,"time,asada"
981,SVmLmDmLBj3FoArpXjB8wA,"dinner,time,lunch,service","salad,manager,chicken"
982,XRfMD13CXYMF6601gmfrxw,"time,margarita,lunch,service",chile
983,u65uMUc88VMD7wI09BU1IQ,"shrimp,guacamole,salsa","taco,service"
984,vUUNM7RISc-51Tqx8JzRRQ,"taco,chicken","shrimp,time,staff,service"
985,dmu1wM0CRgeoTIUXFihU7Q,,"rice,burrito,service,chicken,time,chipotle"
986,_WljFCI2uJf0p7lAKKcpcQ,,"time,taco"
987,_mnNmVsioEUoBiYERL_RWw,,"beef,burrito,chicken"
988,-R_u_4Ya8ceUN7qDlvIQTg,,time
989,m-9szrj48FkP-I6pummd7w,,"staff,service,chips,chicken,time,taco,salsa"
990,Km7BcCSXb78oymx-Ek2P9w,,
991,lINk_EU_elY6iTrfUGcRqg,"staff,fries","wait,service,chicken,time,minute,line,lunch"
992,1ePxLE7eU4kRoags_ytAAg,"dinner,burrito,chicken","wait,time,chipotle,guacamole"
993,0UoBZwA60O9RKYwhu15ITQ,,"lunch,service,chicken,time,chipotle"
994,NpjFkuhBX-LU-hf_FnJzKg,,"shrimp,time,lunch"
995,yUfT6GtCII9g4lg-9olksw,,taco
996,vz8HFGsITt6aj-nyXkAEFg,fish,"time,atmosphere"
997,aWYWNfHuQJyRwDHaHq8X1w,,"staff,fish,service,taco,chips"
998,Oh55bhohxLKZu2nsHRqNiQ,,"time,taco"
999,GH5gbLHw05toW6ePNIUzTw,,"taco,lunch"
1000,MkoiuqUFOnX8riewi6d2sQ,,"beef,quesadilla"
1001,umBsUDjSPzF28LOw-U_NfA,"shrimp,dinner","fish,service,time,taco,chips"
1002,arpBUwgiaE8iqfNGMQ_hgg,beef,"burrito,service,lunch,taco,meat"
1003,crGdKSRKi25R2vorZ7skzg,,
1004,_ZSCWjiYNPjnteZDo-AZOg,"salsa,service,chips",dinner
1005,Jgvct3--kRbLCkZ6SkOi5g,,"burrito,chipotle"
1006,BOAe7eg0z9nezumZaLOi_A,"staff,margarita,service","taco,atmosphere"
1007,_H4GXECi4nHfJTz4dsQV_w,"lunch,staff,chipotle","burrito,time,tortilla,asada,meat"
1008,oamNMwd8kKOmrTu3C6qOeg,"atmosphere,time,staff,lunch","dinner,margarita,patio,service"
1009,j4170xdQJTwSvXFpsQzWtg,"wait,time","rice,dinner,lunch,service"
1010,wZm86tTEhbWv3hek3iprZw,,"beer,service"
1011,ObV7olsEsNYjuMGNJ75jNw,,"time,burrito,breakfast"
1012,O2SQOSkXLsWTSQtKmo7nGQ,,"staff,lunch,service,breakfast"
1013,do6yub0lpn-vRF08Yhi3aQ,minute,"shrimp,burrito,fish,service,time,lunch"
1014,ROuiI7sWhEMLodSylU2Qpg,,"fish,service,chicken,taco,nacho,salsa,meat"
1015,I0MvTPpCr9PQVvthLdAyPA,"fish,chicken","lunch,salsa"
1016,DGOhEsZL9pyAWZ8pPm9WPA,"lunch,service","time,staff"
1017,BV9R4SI7Ng2JV4nQk0WMwg,,"service,salsa"
1018,jRxLnJ9my31Re_O2MvQGhw,,"time,staff,lunch"
1019,QIn3PuGUkinSibUn-NsljQ,"burrito,salsa,taco,breakfast","time,asada,service"
1020,Wx0R04tbrJPFB7ozcHtU1g,,"steak,pork"
1021,pDewiJY6KCcZgLxxgxg13Q,,"rice,staff"
1022,N-tpz2XtAPreL5wnFjKGwA,,service
1023,r93Aubf4vZ9ogtmEb6dV4g,,"taco,service"
1024,eGLflouvGRveD4A9oc-AIw,,atmosphere
1025,HTlsBAd9j1wlWDHxnYczBw,"chips,salsa","time,staff,lunch,service"
1026,edoSAL0cVmROwfro8nKBuA,,"shrimp,burrito,pork,guacamole,taco"
1027,YauBkH-HEx148jC0pv4Hcg,"atmosphere,breakfast","dinner,time"
1028,_Jt9CLSL2sqF-yCNel9D-g,"atmosphere,waiter,time,staff","dinner,margarita,lunch,service"
1029,JAaXVnWQcSEU3nVY-qgjUA,"lunch,beer,staff,fries","taco,salsa,meat"
1030,S3-JpB5dBhMXmauMqeoN-g,,"atmosphere,service"
1031,nerbhPyfzLMgzcBYh0SPsA,,steak
1032,_CgBou-sE-UW2j4otiKtlw,,"salad,burrito,service,chicken,time,salsa"
1033,tIauOelAC3BZk_xhMoDBUg,,enchilada
1034,rXUZNVlpWMV5ORDDSguOEQ,"pork,lunch","staff,service"
1035,bjbegGikWzSgeVsOJdE22g,"time,service","wait,chipotle,chicken"
1036,wlm9HjyeW20anJ-kVEMY6g,,burrito
1037,wyMu0pbOTpZZ297fwIrEEQ,,atmosphere
1038,44zSIjPU09F2UBYUn_KZ3Q,,"time,taco,service"
1039,ogX4ONTyz-cMpeTi6hvLDA,,wait
1040,xBuFkgsu2i9b8L6G0NqymA,,
1041,3FnTXbcCXeZsbiXBW5OCYA,service,"dinner,time,price,meat"
1042,WOz66UuVsfc2K9GxzfDnGg,"burrito,lunch","rice,service,time,asada,meat"
1043,_cRDDAasE-4584eXN_5Ecw,,taco
1044,rGwnzfCUp23Q5lTkxqZqTg,pork,"beef,taco,lunch"
1045,ndjEQtZJhI5oRXvyJ88__w,lunch,"staff,service,time,steak,taco"
1046,s0xIhDo3twv1EO9n2-k41Q,,taco
1047,OCusT983CS9195nTh8FPCQ,,
1048,TTnUoYDCQoTfldLs3AuTDg,,"atmosphere,lunch,service,steak,time,chipotle"
1049,-QC71Wuh0TyJI0RAZ3d0Iw,"line,service","staff,chicken,time,chipotle,chips"
1050,Ks9nrEuLdjmrLH9uXz_G8A,"staff,lunch,service","rice,time,burrito,chipotle"
1051,h8XdexOcJlfLOwXIDtyalg,"wait,staff,drink,chipotle,lunch","dinner,service,time,manager,enchilada,line,steak,taco"
1052,KTgbFortwSnFSsQDhoXpTA,,"time,taco,service"
1053,cny7n93eJH7MskcnT8nabw,,"shrimp,lunch,salsa"
1054,UkylJaNbvMENvL61dgwdLg,lunch,"wait,dinner,service,chicken,time,enchilada,salsa,price"
1055,oB2_XXYG9c8bgJL9sFP3DQ,"fish,service,price","lunch,meat"
1056,GN4bghnFwhdxfiJXFTNEqg,,"time,service"
1057,tr7wv-dDSQBdMzEqEJILQA,,"dinner,service"
1058,daLsASi-J8zee8cpZSnqjQ,"beef,fish,breakfast","time,asada,taco,chicken"
1059,EBVegXKWCu5AOWox7gnU5w,,"dinner,time,service"
1060,uGoRiFwSD31bTyIBqVSRlQ,,"burrito,quesadilla,breakfast,salsa,bacon"
1061,_IsmLuyEvcKzcBmbMHCCfg,service,"beef,time,staff"
1062,nPNWTZRRZx9nBNivg_JlOg,,"shrimp,burrito,staff,chicken,asada"
1063,rvzTN-pW_n7YVQDdjkurOQ,,"beef,atmosphere,service"
1064,in39cUCMBRjpwxw7qNSOfg,atmosphere,"staff,service,time,lunch,vegan,taco"
1065,vxFrGfeQCtc5AzPKkMHHgA,,"beer,guacamole,service,time,taco,chips"
1066,-FyfimfMvvOcMT7Cr4q2Aw,"rice,staff,service","steak,line,chipotle"
1067,_bpNAXZqG28e8XplS1wbpw,,"burrito,taco,meat"
1068,O1TNBB10DqZ2-7_VkYruog,"beef,asada,fries,salsa","time,staff,service,chicken"
1069,UyV7c08-BM6WvVCISLSkQw,"time,atmosphere,chile",service
1070,VA0GbpAN0qpa3bdHJ2a2iA,,"dinner,waitress,service,chicken"
1071,-BplplCOayCupKnRVZcclw,burrito,"rice,service,chicken,manager,steak,meat"
1072,uQDVjBcG6t3t-5hSQnZ4lQ,"time,taco,chips","burrito,service,nacho,salad,line"
1073,DljmXW8D07LVTA1Y69xosw,"beef,burrito,breakfast","staff,service,time,taco,asada"
1074,4cSuwanJ-15JMFg_AhZ0_Q,"shrimp,staff,fish,chicken","burrito,time,service"
1075,FtLibezRe7HsT13BLpR-Dg,"dinner,time,atmosphere,lunch","wait,taco,margarita,service"
1076,-TWZ4-AM76pUxPIt47mInw,burrito,taco
1077,w3lJC_l5IVwrTpjti9fEKA,,"taco,quesadilla"
1078,prdA1r8XP03oD-PYvZJ5AA,"time,chicken","burrito,staff,fish,service,beer"
1079,iSmQkgaSE36nzctelDq-cg,time,service
1080,7vHLAKprTTKDr7qmqCX7ZA,,"time,service"
1081,jlyuxZtZ5M6TlAlR0_c7kw,"steak,chicken","time,enchilada"
1082,SzhD5J80IhpyeBftzQ950Q,,"time,lunch,service,chicken"
1083,TG2QAcrevOmXDuCQQFlGew,"wait,service","chicken,time,line,price,taco"
1084,UuSg6Y3438tkXblGAfj0pQ,,"shrimp,chicken"
1085,ZcR6MePiNSwL7DIHS6hGqQ,,"steak,taco,time"
1086,Eypm-MmwirNTiQCOJPtVBw,,service
1087,-cxD1NimFldATDUsN-oa3A,"time,chile","wait,service,staff,beef"
1088,3tDo3XYrpx71kFcxSJI4GA,,"taco,asada,fries,breakfast"
1089,KY5-vGUZhDmDi1ieXRUmmw,,service
1090,-wcyWzSRk0KtYNzrMrLXHQ,"time,chicken","lunch,service,price"
1091,vA2aKRFspZWyxSlk0jNgbA,,"burrito,lunch,chicken"
1092,_5wi2C7x68Bt14qhdCqi1Q,"taco,asada,fries,price","dinner,pork,service,breakfast,quesadilla"
1093,55LdBLn7CXbWwhD06Zn_0Q,,"steak,burrito,drink,service"
1094,MAhuHiUpN403DsDDqdyabA,,"atmosphere,service"
1095,G82YlEU6yxA3autN309W7Q,,"time,lunch,service,taco"
1096,cpLO1l1hnLVzV6ZEFlKfEA,"time,atmosphere,tortilla","chicken,margarita,lunch,patio"
1097,xyK7KUcJzWy1LlejwQpQMg,,"time,atmosphere"
1098,0iPXuywgu37dDpwLMudACQ,manager,"service,time,taco"
1099,gqELGWcpWepjV33yzc4Diw,,"wait,time,waitress,service"
1100,4bfKtdnkkhq8qA21sjVXlg,"quesadilla,service",burrito
1101,WYDjn71X5xiEdpLxlT12hQ,dinner,"wait,time,chipotle,taco"
1102,6sx1FKkTPmTJKQOxql3MNA,,"taco,staff,service"
1103,K_sbl7yJnDE-zqkGB7NxeA,"staff,service,chicken,quesadilla,price","burrito,meat"
1104,VM7Q3xWH5XiwbaIeSyJ-vw,"guacamole,service","steak,burrito,time,chipotle"
1105,8ySvFNHBGHnVaQ3XwOuFqg,guacamole,"shrimp,service,chicken,time,atmosphere,taco"
1106,-n1g9MdeG46v1-gzZ4ldvQ,"staff,lunch","wait,service,time,line,taco"
1107,dhoyGQK6mEZG2gnlm9iz5w,,"dinner,burrito"
1108,M8I2IdqDbJCGL0ho8eFLiQ,"lunch,chicken","time,burrito,chipotle,service"
1109,-ho0iNZnkwPJZIJk_f5a9w,asada,"time,nacho,salsa,taco,chips"
1110,D74O-i-iEWo-e5BpwFMcUA,service,"taco,breakfast"
1111,RSJF0CNdjUc3rCRZQX76ug,,"burrito,breakfast"
1112,1fMXFNFwZEtTy9p8sEmiNw,,"taco,staff,service"
1113,c1TzULA3E_KBSKIQkRx3Vw,,taco
1114,6Bog_w6ot35sBMoRPzt-lA,"dinner,time,staff,chile","wait,burrito,breakfast,minute,taco"
1115,3dC3opMY67zrquz_yYc-tw,"burrito,staff,service,manager,taco,asada","wait,time,lunch"
1116,tu7cmFBfKVFKtJvRPHOxbg,"price,chicken","wait,burrito,tortilla,service"
1117,D7-T6DRpjApGNBQZ3Hq-fQ,,"time,staff,lunch,taco"
1118,SNc3-bV7preAPifzE4asNA,,"shrimp,time,chicken"
1119,p1qikz--GQonzyIyIsgssg,,"taco,chicken"
1120,m7vv40MnYXdvxRkGCYhGTQ,"lunch,chipotle",wait
1121,tXZxc-3HcXvj1Z-Tzs4Mkw,"time,chicken","wait,lunch,service,chips"
1122,MQu-unZeJadbVhN3Y1vyuA,time,"lunch,service"
1123,Z1yvzAbs4fGC28s7WtUonA,"burrito,fish,time,lunch,taco","shrimp,staff,chipotle,service"
1124,RFCRXj_SU_2yKoJYKIIywA,"time,salsa,service,chips","wait,staff"
1125,j0h8OH6ktQsnTmIaJsN5Hw,"shrimp,salad,taco,staff","fish,service,time,line,lunch"
1126,gIno_cXhvn6Om14D0I2vHg,"salsa,chips,chile,chicken","dinner,time,lunch,service"
1127,J9Zm8-yovNksVvLYu-7iug,"burrito,lunch,enchilada",service
1128,HZRT8xygRscGvDYYx2EkQQ,"tortilla,chips","rice,service,time,chipotle,meat"
1129,3i8SYgLMC9iMZGwCVW9U1Q,salsa,"service,breakfast,time,lunch,taco,chile"
1130,gwd1W_0Mgzqo3QxgXrt16Q,"margarita,lunch","wait,taco,minute,service"
1131,2g6x4ISNiMxFnotBuwmZmw,"time,lunch,taco,patio","staff,service,salsa"
1132,4I-DntICTD2ykxPN4NOJ4g,"salad,service","wait,lunch,chicken,meat"
1133,oaNml4cV5D_MHMOVjNS-Bg,"asada,staff",meat
1134,2J0mx9CAcP01RpwQkdBcGw,,"steak,time,taco"
1135,SORm6UKRlwHC6SmJZnbFEw,,"time,service,chicken"
1136,LQZ2yBIAFmXYbDD0Z2Nhug,"guacamole,margarita,steak,asada,fries","burrito,fish,service,chicken,beef,quesadilla,taco,meat"
1137,zwmps5SXn30g-f5wqg_r9A,"dinner,time,margarita,price","staff,lunch,service"
1138,YiFCHXw7oZQg53oM3e0R4g,,burrito
1139,X4OQpv3PqiSlNVDLVinVPQ,"staff,service","shrimp,dinner,taco,table"
1140,hAioxEk3WU-SzlqIM4TI7w,time,"fish,service,guacamole,atmosphere,margarita,lunch"
1141,9WAo6J2-9mxMo8UQrA_G8A,chicken,"burrito,breakfast,taco,asada,fries,meat"
1142,tZ1CII-IQ6LgUWdDexDUAg,,staff
1143,cM4R0NNWdS2NSZga7bxCRQ,,"price,salsa"
1144,es3Fq9KNp6Ry994x4T4ZYg,"burrito,lunch,breakfast","beef,time"
1145,X54yOvzhEKyAurDOeQ-BkA,,"time,price,salsa,meat"
1146,lmfLUco8zOLY_UObmu-EPw,"burrito,fish","time,line"
1147,rszcwKpor7gvdntP63i-og,,service
1148,bQ2uuNkOxgUQRM7Y7RJDXQ,"lunch,service","wait,time,asada,table"
1149,abHiuwC0FPSlZ9ALiVPtgg,"burrito,taco","dinner,staff,time,chipotle,line"
1150,IqCvkoDvvImXuzGrpeiDMA,chile,"steak,beer,guacamole,service"
1151,lhcSKpqOyKwaC70zu-3X5Q,,"shrimp,burrito,taco,chicken"
1152,EH-WY1bmJz2yDZROQbNsxA,"breakfast,bacon",burrito
1153,5G-i1t7VXLGByswnCKvrDQ,dinner,"taco,service"
1154,Kh1tvb7vDDp84bxdYyiOEA,,"asada,staff"
1155,xWq3LQw8w4OIK-fSiGwNLg,,"time,staff,fries,service"
1156,XZbuPXdyA0ZtTu3AzqtQhg,,"wait,dinner,salad,service,chile"
1157,i5vy3X8WBjQ-F7P8HqC7KA,,chicken
1158,Gr-2oBg4XyduSKbvnE-i9g,asada,"wait,staff,service,time,lunch,taco"
1159,WGkqfp1-3130v8xhCb3APg,"drink,burrito,staff,price","service,chicken,beef,time,salsa,taco"
1160,x7RRLRKyKdME9X3GuR5-5w,waitress,"waiter,service"
1161,j87Y1hyifp-XHN5HuVtpPA,"taco,fish","wait,time,service,chicken"
1162,kZ8bCGe3RCN3OjnyrRaNBw,,"time,lunch"
1163,rbYh1ue3YpdOt1GIUs2YBg,,"service,price,time,asada,taco"
1164,edYUZEEP-u3-VpA1v5n_ug,,"dinner,burrito,lunch"
1165,xF7jYxQouhX3OWNR8QRDkw,,"quesadilla,service"
1166,p-qvtajJfi19y3Oz-pa9_A,"lunch,manager","wait,service,chicken,time,line,taco"
1167,tfg08x88Mr4nEr8_bVal7w,,shrimp
1168,CtubIIhmRzFB6-egzxin9A,,"atmosphere,service"
1169,UN_48kF4j4jjHQXLbQhaZw,,"rice,lunch"
1170,yVYteK2Ootg37Gh2SIPihA,"dinner,chips,salsa","time,staff,lunch,service"
1171,1JtneT5bWWd7JRqv1shMzw,,taco
1172,Wnq5to0-jXyh0-_jRZ6VOQ,"dinner,service","wait,staff,time,salad,table,fries"
1173,2G8YLx7J8du260jFNjIjZQ,"dinner,time,lunch","asada,salsa"
1174,rUfZp5C_j7NxQZxrjyMrvQ,,beef
1175,ak-f8IV0ZdDeI4oYnjA1Pw,fish,service
1176,phrJCsa0I_OEWExpiTET8A,"burrito,staff,lunch,service","time,chipotle"
1177,Yk23uco9_lru4frmDe8Krg,"taco,chicken","burrito,time,staff,service"
1178,I25YFbDL16lVcutPMNIlHA,,"dinner,time,salsa,chicken"
1179,yqIVlkpQF_IdhVk1yTiIjw,"steak,staff","wait,service,chipotle,line,lunch"
1180,s0GeAnaUENWb2xAn_6EX-Q,"taco,staff,service","lunch,price"
1181,m9idUZWCBQB_owyaSeO2dw,asada,"service,time,waitress,price,taco,meat"
1182,1_y5e1u-o93EKOigXgR3LQ,chicken,"taco,fish"
1183,1M0Mo_ctYMTH0CTKgv4RpQ,"rice,time","burrito,lunch,service,chipotle"
1184,UtWd3LMEktL51UJyUwYwjA,,"service,breakfast"
1185,sl5ak_xmGQmk7pYEIw5cEA,"salad,chipotle,service,chicken","wait,burrito,staff,lunch,price,meat"
1186,1x8_aJQ-iqvymhRK3SNbLg,"shrimp,burrito","service,time,beer,atmosphere,lunch,taco"
1187,IEsqyFsUPWD4I6b3LaQr8Q,"shrimp,burrito,staff,breakfast,chicken,beef,salsa,quesadilla","taco,fries"
1188,bEz3bz_SejC0GnZ_i8yM0g,,"time,taco"
1189,KZy6irQ5k_vNoVgi1FvHdw,,"staff,fish,service"
1190,e0JaE8S3MdZijvrf_PAYjQ,"shrimp,lunch","fish,tortilla,salad,steak,taco,meat"
1191,japzjLMfmqsGszf2CG1org,,
1192,htUK5uwiYlKB4coz8-b1XQ,,lunch
1193,IUv-dRWHyds6ncxqVcxpGQ,"salad,meat","time,lunch,taco"
1194,ID5wWJ9C7G0hfbQilvlfxA,dinner,"service,chicken,drink,time,beer,steak"
1195,nIwtGMkMyx0elLxVFs1D6A,"time,lunch,taco","drink,staff,service"
1196,95CCHowiE0W_ovv5-9lQAQ,"staff,lunch","time,asada,fries,service"
1197,P8lGz3aiwedtGQWrifuBTA,,"time,lunch"
1198,czJKX4DmZR_1JeRmPcnmbQ,"beef,lunch",taco
1199,Jhz_aUT4i84Wt8KAZVGXVA,table,"atmosphere,service,chips,enchilada"
1200,1s28O8UuTAmJb5IDz3MY3w,,service
1201,KW-xCBNDm_PJcCgySfBCsw,,"taco,staff"
1202,e6g-8RB8DcxUSZaPX6J2Vg,,taco
1203,K4UwwxYCAh23TDKhtrVRHA,,service
1204,oWsin1_mfmidGnnTV7NNTw,,
1205,c06xDgPtZDKsI-w0Z_eujg,,"time,staff,service"
1206,bCGKnZd4vAD_hak9TQQHyQ,"line,lunch","burrito,staff,service,time,chipotle"
1207,3gHvqo_7ujCC0OAbhJPLWA,"burrito,staff,service,time,manager,line,lunch","salad,chipotle"
1208,wYSWgZMiMJxfusnxeWKYXg,"staff,lunch,breakfast","time,fish,service"
1209,d2JjI5tu_fD9YEP4QhBOww,,"time,burrito,service,manager"
1210,xXhflOhlRCh5d9ASabHEpA,"wait,lunch","staff,line,chipotle"
1211,F2L2f-ITjnHlqKRFQVFsVg,"shrimp,staff,guacamole,lunch,taco","time,fries,service,salsa"
1212,IfMMw8kYDhBC75L5mlLOHg,,"burrito,atmosphere,lunch,breakfast"
1213,Bk_5n1l2_Rn_qvRRHFk1pg,"beef,burrito,chicken","service,salsa"
1214,7ozeO6N1-fLruVuBcnDKfw,,service
1215,Gi38x_3R-OtcTPtyyCagLQ,"staff,line","rice,chipotle,service"
1216,6ksBg7LoD06ctMU3OfNFUQ,"burrito,asada,fish","steak,beef,time,taco"
1217,JTD_PsAqE8f5qF6ssXwbkA,"time,asada,fries,taco","burrito,service"
1218,0QQ1v8JUqyF9SPtjY7_NmA,,time
1219,WEpu2goj7QggSgL_nP2EMg,"lunch,service",salsa
1220,qxjKPzTFqhCLieWcdDbKGw,,"asada,fries"
1221,JTN1qe0UBT3T6zIWYcBtjg,,"time,taco,lunch,breakfast"
1222,SAgIMviDgYVUrKCx0IQwXA,,time
1223,mFGUvyJSdSRjIaN94QW_IQ,"wait,margarita,lunch,salsa","shrimp,service,chicken,time,taco"
1224,HWyXgSBj8WL-SbnSi5mlNg,,"wait,time,taco,service"
1225,HiqYus6muaBFlZtHhES7XQ,,"time,taco"
